Respondent ID,Question,Option,Questions_clean,Options_clean
LQKWpJ,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
xeZK5J,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
4Wqx6B,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
b5V5YVZ,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
QK2epLG,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
44X9k15,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
Npp7aaW,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
PddA9zx,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
QK12J2X,What benefits do you receive in your current role?,Select all that apply Other,Benefits,Other
rXexOX,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
ROO4pQ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
222OQj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
899l2A,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
M004gp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
Vrrrjj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
W444AN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
GMMNye,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
aWVegW,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
ROEQ6l,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
aW7JVy,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
d755eD,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
9VGzqp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
PV94zb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
DgNVNE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
zPzYrE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
76MEbZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
MoMVEp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
MoVKx0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
kMVkvd,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
O6Vlp7,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
b0jrX7,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
o4MybM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
o4AB1P,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
XKGEyL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
4gLv4o,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
R7R6lj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
d5MKkA,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
OWpMGM,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
zpgre1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
xkoazv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
4Wqx6B,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
OD1DqWa,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
yPZXXMB,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
Np5rZNN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
2E8X249,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
0Qr72NA,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
b5VjZJ6,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
9qG99XE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
dWqad9q,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
yPZ2YBp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
EkzdQpN,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
RGKM02p,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
WO9EAVL,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
gDjd4jJ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
LZ17Yvp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
MeKNJOg,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
eqZQjNq,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
VLEQX76,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply DevCongress,Community Membership,DevCongress
