Respondent ID,Question,Option
ROEQ6l,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
aW7JVy,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
DLlkll,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
DLl0xp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
aVNoYZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
9VGzqp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
rz6GDv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
zPzYrE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
lJvdqV,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
76MEbZ,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
MoMVEp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
MoVKx0,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
KqzG4D,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
b0jrX7,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
o4AB1P,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
vQqkZv,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
80yKvP,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
dL82vz,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
zpgre1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
pjMOa1,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
EjGa6N,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
Ja5vLY,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
OD1DqWa,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
A7P7glo,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
yPZXXMB,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
yPZXXV6,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
2E8X249,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
9qG99XE,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
yPZ2YBp,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
LZ1752J,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
yPZ2RYB,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
pbxyX9E,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
5BKjYzb,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
eqZrg9l,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
Bz4xB7R,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
D44qDKj,"Are you an active member of any local tech communities, meetups, or professional associations in Ghana?",Select all that apply Code & Cocktails
